,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_Combined,Id_Item_First,Id_Item_Second,Id_Item_Third,Class_Outlet_Per_Year,Class_Item_Weight,Class_Item_Visibility,Item_Sales,Item_MRP_AVG,Item_Sales_AVG,Class_Item_MRP,Outlet_Item_Sales_AVG
1520,FDP19,11.5,Low Fat,0.173483253,Fruits and Vegetables,129.0652,OUT035,2004,Small,Tier 2,Supermarket Type1,3487.4604,Food,FD,P,19,Class C,Heavy,Intermediate,27.0,129.09853333333334,16.0,Medium,16.966666666666665
1521,FDG26,18.85,Low Fat,0.04282359,Canned,254.433,OUT018,2009,Medium,Tier 3,Supermarket Type2,2050.6639999999998,Food,FD,G,26,Class C,Heavy,Low,8.0,256.49966666666666,14.166666666666666,Expensive,13.856681034482758
1522,DRJ01,6.135,Low Fat,0.115010655,Soft Drinks,161.5236,OUT035,2004,Small,Tier 2,Supermarket Type1,1288.9888,Drinks,DR,J,01,Class C,Medium,Low,8.0,160.89026666666666,8.166666666666666,Medium,16.966666666666665
1523,FDD14,20.7,Low Fat,0.16977634600000002,Canned,184.4266,OUT035,2004,Small,Tier 2,Supermarket Type1,3688.532,Food,FD,D,14,Class C,Extra Heavy,Intermediate,20.0,183.99326666666664,13.166666666666666,Medium,16.966666666666665
1524,DRH37,17.6,Low Fat,0.041608488,Soft Drinks,165.4526,OUT035,2004,Small,Tier 2,Supermarket Type1,1644.526,Drinks,DR,H,37,Class C,Heavy,Low,10.0,164.31926666666666,12.833333333333334,Medium,16.966666666666665
1525,NCD18,16.0,Low Fat,0.072608647,Household,228.3668,OUT013,1987,High,Tier 3,Supermarket Type1,5298.4364,Non-Consumable,NC,D,18,Class A,Heavy,Low,23.0,229.53346666666664,19.5,Expensive,15.99785407725322
1526,FDC41,15.6,Low Fat,0.116913245,Frozen Foods,78.167,OUT046,1997,Small,Tier 1,Supermarket Type1,1837.608,Food,FD,C,41,Class B,Heavy,Low,24.0,76.93842857142856,16.571428571428573,Cheap,16.18709677419355
1527,FDT34,9.3,Low Fat,0.17506050399999998,Snack Foods,106.7964,OUT018,2009,Medium,Tier 3,Supermarket Type2,525.982,Food,FD,T,34,Class C,Medium,Intermediate,5.0,105.82497142857143,12.857142857142858,Medium,13.856681034482758
1528,NCB43,20.2,Low Fat,0.09989342400000001,Household,187.6898,OUT035,2004,Small,Tier 2,Supermarket Type1,3928.8858,Non-Consumable,NC,B,43,Class C,Extra Heavy,Low,21.0,187.93980000000002,20.833333333333332,Medium,16.966666666666665
1529,FDD35,12.15,Low Fat,0.0207019394,Starchy Foods,119.244,OUT035,2004,Small,Tier 2,Supermarket Type1,2636.5679999999998,Food,FD,D,35,Class C,Heavy,Low,22.0,119.84400000000001,19.4,Medium,16.966666666666665
1530,FDC02,21.35,Low Fat,0.068765205,Canned,260.4278,OUT013,1987,High,Tier 3,Supermarket Type1,3644.5892,Food,FD,C,02,Class A,Extra Heavy,Low,14.0,259.1444666666667,17.5,Expensive,15.99785407725322
1531,FDU51,20.2,Regular,0.096906831,Meat,175.5028,OUT018,2009,Medium,Tier 3,Supermarket Type2,6729.9064,Food,FD,U,51,Class C,Extra Heavy,Low,38.0,177.11946666666668,24.0,Medium,13.856681034482758
1532,NCC19,6.57,Low Fat,0.096862255,Household,193.982,OUT035,2004,Small,Tier 2,Supermarket Type1,2316.984,Non-Consumable,NC,C,19,Class C,Medium,Low,12.0,192.707,21.0,Medium,16.966666666666665
1533,FDJ60,19.35,Regular,0.062528426,Baking Goods,166.9184,OUT046,1997,Small,Tier 1,Supermarket Type1,3302.368,Food,FD,J,60,Class B,Heavy,Low,20.0,164.68506666666667,15.333333333333334,Medium,16.18709677419355
1534,NCI29,8.6,Low Fat,0.032621545,Health and Hygiene,143.2154,OUT046,1997,Small,Tier 1,Supermarket Type1,2127.231,Non-Consumable,NC,I,29,Class B,Medium,Low,15.0,141.6779,11.25,Medium,16.18709677419355
1535,NCF43,8.51,Low Fat,0.05190268,Household,142.247,OUT013,1987,High,Tier 3,Supermarket Type1,2862.94,Non-Consumable,NC,F,43,Class A,Medium,Low,20.0,142.30700000000002,16.2,Medium,15.99785407725322
1536,FDK41,14.3,Low Fat,0.127517605,Frozen Foods,86.0224,OUT035,2004,Small,Tier 2,Supermarket Type1,1022.6688,Food,FD,K,41,Class C,Heavy,Low,12.0,85.33906666666667,15.666666666666666,Cheap,16.966666666666665
1537,FDR60,14.3,Low Fat,0.13030659,Baking Goods,75.7328,OUT013,1987,High,Tier 3,Supermarket Type1,617.8624,Food,FD,R,60,Class A,Heavy,Low,8.0,77.0828,9.833333333333334,Cheap,15.99785407725322
1538,FDF26,6.825,Regular,0.046625941,Canned,154.9998,OUT035,2004,Small,Tier 2,Supermarket Type1,3075.9959999999996,Food,FD,F,26,Class C,Medium,Low,20.0,154.2331333333333,13.833333333333334,Medium,16.966666666666665
1539,FDQ12,12.65,Low Fat,0.035410748,Baking Goods,231.40099999999998,OUT046,1997,Small,Tier 1,Supermarket Type1,2067.3089999999997,Food,FD,Q,12,Class B,Heavy,Low,9.0,231.00099999999998,11.6,Expensive,16.18709677419355
1540,NCO29,11.15,Low Fat,0.032250092,Health and Hygiene,164.0526,OUT035,2004,Small,Tier 2,Supermarket Type1,4769.1254,Non-Consumable,NC,O,29,Class C,Heavy,Low,29.0,164.40974285714287,14.571428571428571,Medium,16.966666666666665
1541,DRF03,19.1,Low Fat,0.045378573,Dairy,42.4138,OUT049,1999,Medium,Tier 1,Supermarket Type1,243.6828,Drinks,DR,F,03,Class B,Heavy,Low,6.0,40.2013,13.75,Cheap,16.636559139784946
1542,DRE03,19.6,Low Fat,0.024222321,Dairy,45.5718,OUT035,2004,Small,Tier 2,Supermarket Type1,945.436,Drinks,DR,E,03,Class C,Heavy,Low,21.0,46.68608571428571,14.142857142857142,Cheap,16.966666666666665
1543,FDY36,12.3,Low Fat,0.009410528,Baking Goods,73.738,OUT046,1997,Small,Tier 1,Supermarket Type1,1318.2839999999999,Food,FD,Y,36,Class B,Heavy,Low,18.0,73.72133333333335,14.833333333333334,Cheap,16.18709677419355
1544,FDL16,12.85,Low Fat,0.169139066,Frozen Foods,46.406000000000006,OUT018,2009,Medium,Tier 3,Supermarket Type2,186.424,Food,FD,L,16,Class C,Heavy,Intermediate,4.0,46.566,13.2,Cheap,13.856681034482758
1545,FDW31,11.35,Regular,0.043122189000000005,Fruits and Vegetables,197.9742,OUT013,1987,High,Tier 3,Supermarket Type1,995.3710000000001,Food,FD,W,31,Class A,Heavy,Low,5.0,199.0342,12.4,Medium,15.99785407725322
1546,FDC08,19.0,Regular,0.10361083,Fruits and Vegetables,228.372,OUT049,1999,Medium,Tier 1,Supermarket Type1,905.488,Food,FD,C,08,Class B,Heavy,Low,4.0,226.88866666666664,13.0,Expensive,16.636559139784946
1547,FDO56,10.195,Regular,0.044974050999999994,Fruits and Vegetables,115.5808,OUT035,2004,Small,Tier 2,Supermarket Type1,1874.8928,Food,FD,O,56,Class C,Heavy,Low,16.0,117.76079999999999,7.8,Medium,16.966666666666665
1548,FDJ04,18.0,Low Fat,0.12464553800000001,Frozen Foods,117.2124,OUT049,1999,Medium,Tier 1,Supermarket Type1,2133.2232,Food,FD,J,04,Class B,Heavy,Low,18.0,118.46240000000002,11.833333333333334,Medium,16.636559139784946
1549,FDA31,7.1,Low Fat,0.11045982800000001,Fruits and Vegetables,172.108,OUT018,2009,Medium,Tier 3,Supermarket Type2,2250.404,Food,FD,A,31,Class C,Medium,Low,13.0,172.63299999999998,13.5,Medium,13.856681034482758
1550,FDQ59,9.8,Regular,0.056386541,Breads,84.6908,OUT046,1997,Small,Tier 1,Supermarket Type1,503.3448,Food,FD,Q,59,Class B,Medium,Low,6.0,84.8308,16.8,Cheap,16.18709677419355
1551,NCZ54,14.65,Low Fat,0.08335939099999999,Household,161.9552,OUT046,1997,Small,Tier 1,Supermarket Type1,4711.2008,Non-Consumable,NC,Z,54,Class B,Heavy,Low,29.0,162.2552,20.0,Medium,16.18709677419355
1552,FDX36,9.695,Regular,0.128805815,Baking Goods,224.0404,OUT018,2009,Medium,Tier 3,Supermarket Type2,5851.0504,Food,FD,X,36,Class C,Medium,Low,26.0,225.08325714285715,16.142857142857142,Expensive,13.856681034482758
1553,FDV16,7.75,Regular,0.08305963400000001,Frozen Foods,35.7558,OUT049,1999,Medium,Tier 1,Supermarket Type1,611.2044,Food,FD,V,16,Class B,Medium,Low,17.0,34.51294285714286,14.0,Cheap,16.636559139784946
1554,NCH06,12.3,Low Fat,0.076866235,Household,247.146,OUT018,2009,Medium,Tier 3,Supermarket Type2,492.69199999999995,Non-Consumable,NC,H,06,Class C,Heavy,Low,2.0,247.38599999999997,9.6,Expensive,13.856681034482758
1555,FDA40,16.0,Regular,0.099188598,Frozen Foods,88.9856,OUT013,1987,High,Tier 3,Supermarket Type1,1669.8264,Food,FD,A,40,Class A,Heavy,Low,19.0,87.9256,10.0,Cheap,15.99785407725322
1556,NCS05,11.5,Low Fat,0.021010687000000004,Health and Hygiene,131.3942,OUT049,1999,Medium,Tier 1,Supermarket Type1,927.4594,Non-Consumable,NC,S,05,Class B,Heavy,Low,7.0,132.3192,15.25,Medium,16.636559139784946
1557,FDI58,7.64,Regular,0.070645636,Snack Foods,91.212,OUT013,1987,High,Tier 3,Supermarket Type1,466.06,Food,FD,I,58,Class A,Medium,Low,5.0,92.837,15.75,Cheap,15.99785407725322
1558,FDB33,17.75,Low Fat,0.014568036000000001,Fruits and Vegetables,158.1262,OUT013,1987,High,Tier 3,Supermarket Type1,4137.2812,Food,FD,B,33,Class A,Heavy,Low,26.0,159.08620000000002,18.2,Medium,15.99785407725322
1559,FDJ45,17.75,Low Fat,0.073524776,Seafood,34.8216,OUT049,1999,Medium,Tier 1,Supermarket Type1,207.7296,Food,FD,J,45,Class B,Heavy,Low,6.0,34.45017142857142,19.428571428571427,Cheap,16.636559139784946
1560,NCO05,7.27,Low Fat,0.046559447999999996,Health and Hygiene,100.5384,OUT046,1997,Small,Tier 1,Supermarket Type1,2463.46,Non-Consumable,NC,O,05,Class B,Medium,Low,25.0,98.90982857142858,20.285714285714285,Cheap,16.18709677419355
1561,FDQ49,20.2,Regular,0.039247736,Breakfast,157.66299999999998,OUT046,1997,Small,Tier 1,Supermarket Type1,1095.241,Food,FD,Q,49,Class B,Extra Heavy,Low,7.0,156.403,10.0,Medium,16.18709677419355
1562,FDL34,16.0,Low Fat,0.040945898,Snack Foods,143.1496,OUT046,1997,Small,Tier 1,Supermarket Type1,2258.3936,Food,FD,L,34,Class B,Heavy,Low,16.0,141.4996,22.25,Medium,16.18709677419355
1563,FDV07,9.5,Low Fat,0.031331581000000004,Fruits and Vegetables,111.1228,OUT049,1999,Medium,Tier 1,Supermarket Type1,663.1368,Food,FD,V,07,Class B,Medium,Low,6.0,110.7228,17.8,Medium,16.636559139784946
1564,FDO48,15.0,Regular,0.026840766000000002,Baking Goods,219.8456,OUT046,1997,Small,Tier 1,Supermarket Type1,4863.0032,Food,FD,O,48,Class B,Heavy,Low,22.0,220.2206,13.25,Expensive,16.18709677419355
1565,FDK40,7.035,Low Fat,0.015615496000000001,Frozen Foods,262.691,OUT013,1987,High,Tier 3,Supermarket Type1,6048.793000000001,Food,FD,K,40,Class A,Medium,Low,23.0,263.2195714285714,17.285714285714285,Expensive,15.99785407725322
1566,FDY19,19.75,Low Fat,0.041429246,Fruits and Vegetables,117.2466,OUT049,1999,Medium,Tier 1,Supermarket Type1,2239.0854,Food,FD,Y,19,Class B,Heavy,Low,19.0,117.3716,20.75,Medium,16.636559139784946
1567,DRF03,19.1,Low Fat,0.045492697,Dairy,40.3138,OUT018,2009,Medium,Tier 3,Supermarket Type2,527.9794,Drinks,DR,F,03,Class C,Heavy,Low,13.0,40.2013,13.75,Cheap,13.856681034482758
1568,FDT55,13.6,Regular,0.043618827,Fruits and Vegetables,156.7946,OUT013,1987,High,Tier 3,Supermarket Type1,2840.3028,Food,FD,T,55,Class A,Heavy,Low,18.0,156.8571,21.375,Medium,15.99785407725322
1569,FDW21,5.34,Regular,0.005963881,Snack Foods,99.5358,OUT046,1997,Small,Tier 1,Supermarket Type1,1407.5012,Food,FD,W,21,Class B,Medium,Low,14.0,100.5758,17.2,Medium,16.18709677419355
1570,FDP07,18.2,Low Fat,0.08982696,Fruits and Vegetables,197.111,OUT013,1987,High,Tier 3,Supermarket Type1,589.2330000000001,Food,FD,P,07,Class A,Heavy,Low,3.0,196.331,13.0,Medium,15.99785407725322
1571,NCZ17,12.15,Low Fat,0.079431643,Health and Hygiene,38.6506,OUT046,1997,Small,Tier 1,Supermarket Type1,796.9626,Non-Consumable,NC,Z,17,Class B,Heavy,Low,21.0,38.21726666666667,21.166666666666668,Cheap,16.18709677419355
1572,FDP60,17.35,Low Fat,0.056005781,Baking Goods,99.2016,OUT049,1999,Medium,Tier 1,Supermarket Type1,1518.024,Food,FD,P,60,Class B,Heavy,Low,15.0,101.2016,16.857142857142858,Medium,16.636559139784946
1573,FDI60,7.22,Regular,0.03838080000000001,Baking Goods,62.351000000000006,OUT049,1999,Medium,Tier 1,Supermarket Type1,885.5139999999999,Food,FD,I,60,Class B,Medium,Low,14.0,62.51766666666666,12.333333333333334,Cheap,16.636559139784946
1574,FDI20,19.1,Low Fat,0.03856376,Fruits and Vegetables,209.2586,OUT046,1997,Small,Tier 1,Supermarket Type1,3165.8790000000004,Food,FD,I,20,Class B,Heavy,Low,15.0,211.2443142857143,17.714285714285715,Expensive,16.18709677419355
1575,FDW52,14.0,Regular,0.037491314,Frozen Foods,164.2526,OUT013,1987,High,Tier 3,Supermarket Type1,1808.9786,Food,FD,W,52,Class A,Heavy,Low,11.0,164.1276,22.5,Medium,15.99785407725322
1576,FDN38,6.615,Regular,0.09234651,Canned,251.8408,OUT018,2009,Medium,Tier 3,Supermarket Type2,4506.1344,Food,FD,N,38,Class C,Medium,Low,18.0,250.85746666666668,15.333333333333334,Expensive,13.856681034482758
1577,FDR25,17.0,Regular,0.140090284,Canned,265.1884,OUT018,2009,Medium,Tier 3,Supermarket Type2,6359.7216,Food,FD,R,25,Class C,Heavy,Low,24.0,265.46840000000003,14.6,Expensive,13.856681034482758
1578,FDJ38,8.6,Regular,0.040369315,Canned,189.753,OUT018,2009,Medium,Tier 3,Supermarket Type2,2846.295,Food,FD,J,38,Class C,Medium,Low,15.0,190.05299999999997,20.0,Medium,13.856681034482758
1579,DRM47,9.3,Low Fat,0.043777415,Hard Drinks,192.9846,OUT035,2004,Small,Tier 2,Supermarket Type1,6114.7072,Drinks,DR,M,47,Class C,Medium,Low,32.0,191.70126666666667,15.5,Medium,16.966666666666665
1580,NCO05,7.27,Low Fat,0.046631835999999996,Health and Hygiene,98.4384,OUT049,1999,Medium,Tier 1,Supermarket Type1,1576.6144,Non-Consumable,NC,O,05,Class B,Medium,Low,16.0,98.90982857142858,20.285714285714285,Cheap,16.636559139784946
1581,FDU21,11.8,Regular,0.076839735,Snack Foods,34.9558,OUT049,1999,Medium,Tier 1,Supermarket Type1,373.5138,Food,FD,U,21,Class B,Heavy,Low,11.0,34.127228571428574,13.285714285714286,Cheap,16.636559139784946
1582,FDF32,16.35,Low Fat,0.05003937740000001,Fruits and Vegetables,198.5426,OUT046,1997,Small,Tier 1,Supermarket Type1,1384.1982,Food,FD,F,32,Class B,Heavy,Low,7.0,197.70260000000002,9.2,Medium,16.18709677419355
1583,FDO60,20.0,Low Fat,0.034369527999999996,Baking Goods,43.7086,OUT046,1997,Small,Tier 1,Supermarket Type1,892.172,Food,FD,O,60,Class B,Heavy,Low,20.0,43.965742857142864,12.428571428571429,Cheap,16.18709677419355
1584,NCJ30,5.82,Low Fat,0.077791863,Household,169.37900000000002,OUT013,1987,High,Tier 3,Supermarket Type1,2376.906,Non-Consumable,NC,J,30,Class A,Medium,Low,14.0,169.69011111111112,13.777777777777779,Medium,15.99785407725322
1585,NCI42,18.75,Low Fat,0.01035692,Household,208.3954,OUT013,1987,High,Tier 3,Supermarket Type1,2709.1402,Non-Consumable,NC,I,42,Class A,Heavy,Low,13.0,208.0954,12.833333333333334,Expensive,15.99785407725322
1586,FDU37,9.5,Regular,0.104488444,Canned,77.896,OUT035,2004,Small,Tier 2,Supermarket Type1,1997.4,Food,FD,U,37,Class C,Medium,Low,26.0,79.256,26.4,Cheap,16.966666666666665
1587,NCA29,10.5,Low Fat,0.027271252000000003,Household,171.6106,OUT035,2004,Small,Tier 2,Supermarket Type1,2566.659,Non-Consumable,NC,A,29,Class C,Heavy,Low,15.0,170.9506,15.4,Medium,16.966666666666665
1588,FDD16,20.5,Low Fat,0.036346223999999996,Frozen Foods,72.9696,OUT035,2004,Small,Tier 2,Supermarket Type1,596.5568,Food,FD,D,16,Class C,Extra Heavy,Low,8.0,74.6696,10.5,Cheap,16.966666666666665
1589,FDS31,13.1,Regular,0.044372392999999996,Fruits and Vegetables,180.3318,OUT018,2009,Medium,Tier 3,Supermarket Type2,2886.9088,Food,FD,S,31,Class C,Heavy,Low,16.0,179.13179999999997,14.285714285714286,Medium,13.856681034482758
1590,FDP07,18.2,Low Fat,0.089884775,Fruits and Vegetables,195.111,OUT035,2004,Small,Tier 2,Supermarket Type1,3731.809,Food,FD,P,07,Class C,Heavy,Low,19.0,196.331,13.0,Medium,16.966666666666665
1591,FDA44,19.7,Low Fat,0.053178425,Fruits and Vegetables,55.993,OUT013,1987,High,Tier 3,Supermarket Type1,905.488,Food,FD,A,44,Class A,Heavy,Low,16.0,56.46800000000001,16.625,Cheap,15.99785407725322
1592,FDI14,14.1,Low Fat,0.08966081599999999,Canned,140.0496,OUT035,2004,Small,Tier 2,Supermarket Type1,1411.496,Food,FD,I,14,Class C,Heavy,Low,10.0,140.3638857142857,14.0,Medium,16.966666666666665
1593,FDY44,14.15,Regular,0.024503972000000002,Fruits and Vegetables,195.111,OUT018,2009,Medium,Tier 3,Supermarket Type2,982.055,Food,FD,Y,44,Class C,Heavy,Low,5.0,196.351,16.2,Medium,13.856681034482758
1594,FDZ26,11.6,Regular,0.143990173,Dairy,239.6222,OUT035,2004,Small,Tier 2,Supermarket Type1,2390.222,Food,FD,Z,26,Class C,Heavy,Low,10.0,239.3347,15.625,Expensive,16.966666666666665
1595,DRG11,6.385,Low Fat,0.08417981199999999,Hard Drinks,109.0596,OUT018,2009,Medium,Tier 3,Supermarket Type2,1941.4728,Drinks,DR,G,11,Class C,Medium,Low,18.0,109.0596,14.0,Medium,13.856681034482758
1596,FDH20,16.1,Regular,0.025050746000000002,Fruits and Vegetables,97.141,OUT018,2009,Medium,Tier 3,Supermarket Type2,1448.115,Food,FD,H,20,Class C,Heavy,Low,15.0,96.891,17.5,Cheap,13.856681034482758
1597,FDX09,9.0,Low Fat,0.065515067,Snack Foods,178.137,OUT018,2009,Medium,Tier 3,Supermarket Type2,1058.622,Food,FD,X,09,Class C,Medium,Low,6.0,176.25366666666665,18.0,Medium,13.856681034482758
1598,DRE49,20.75,Low Fat,0.021232317999999997,Soft Drinks,151.1024,OUT013,1987,High,Tier 3,Supermarket Type1,2428.8384,Drinks,DR,E,49,Class A,Extra Heavy,Low,16.0,152.46906666666666,17.555555555555557,Medium,15.99785407725322
1599,FDZ59,6.63,Regular,0.104183308,Baking Goods,166.15,OUT049,1999,Medium,Tier 1,Supermarket Type1,3828.35,Food,FD,Z,59,Class B,Medium,Low,23.0,166.28333333333333,16.333333333333332,Medium,16.636559139784946
1600,NCH43,8.42,Low Fat,0.070856383,Household,217.4192,OUT018,2009,Medium,Tier 3,Supermarket Type2,431.4384,Non-Consumable,NC,H,43,Class C,Medium,Low,2.0,216.13586666666666,7.5,Expensive,13.856681034482758
1601,FDP03,5.15,Regular,0.061272194,Meat,125.6388,OUT049,1999,Medium,Tier 1,Supermarket Type1,1733.7432,Food,FD,P,03,Class B,Medium,Low,14.0,123.26737142857142,15.142857142857142,Medium,16.636559139784946
1602,FDI19,15.1,Low Fat,0.052329172,Meat,243.1512,OUT035,2004,Small,Tier 2,Supermarket Type1,4604.6728,Food,FD,I,19,Class C,Heavy,Low,19.0,243.03453333333331,16.166666666666668,Expensive,16.966666666666665
1603,FDW15,15.35,Regular,0.055103174000000005,Meat,149.7734,OUT035,2004,Small,Tier 2,Supermarket Type1,2820.9946,Food,FD,W,15,Class C,Heavy,Low,19.0,147.90673333333334,19.0,Medium,16.966666666666665
1604,FDF20,12.85,Low Fat,0.033271817999999995,Fruits and Vegetables,196.5768,OUT049,1999,Medium,Tier 1,Supermarket Type1,5715.2272,Food,FD,F,20,Class B,Heavy,Low,29.0,197.16013333333333,16.666666666666668,Medium,16.636559139784946
1605,NCM06,7.475,Low Fat,0.075713578,Household,156.4656,OUT035,2004,Small,Tier 2,Supermarket Type1,2471.4496,Non-Consumable,NC,M,06,Class C,Medium,Low,16.0,155.4513142857143,14.285714285714286,Medium,16.966666666666665
1606,NCV53,8.27,Low Fat,0.01889024,Health and Hygiene,238.188,OUT018,2009,Medium,Tier 3,Supermarket Type2,3835.008,Non-Consumable,NC,V,53,Class C,Medium,Low,16.0,238.92799999999997,19.6,Expensive,13.856681034482758
1607,FDO20,12.85,Regular,0.152364317,Fruits and Vegetables,254.0382,OUT049,1999,Medium,Tier 1,Supermarket Type1,1261.691,Food,FD,O,20,Class B,Heavy,Intermediate,5.0,252.85486666666668,14.5,Expensive,16.636559139784946
1608,FDV44,8.365,Regular,0.039811272,Fruits and Vegetables,191.3188,OUT013,1987,High,Tier 3,Supermarket Type1,2285.0256,Food,FD,V,44,Class A,Medium,Low,12.0,190.7188,12.666666666666666,Medium,15.99785407725322
1609,NCB18,19.6,Low Fat,0.041283361,Household,87.0514,OUT035,2004,Small,Tier 2,Supermarket Type1,2125.2336,Non-Consumable,NC,B,18,Class C,Heavy,Low,24.0,88.88473333333332,18.666666666666668,Cheap,16.966666666666665
1610,NCR50,20.2,Low Fat,0.011820087,Household,151.634,OUT046,1997,Small,Tier 1,Supermarket Type1,1990.7420000000002,Non-Consumable,NC,R,50,Class B,Extra Heavy,Low,13.0,153.73399999999998,26.75,Medium,16.18709677419355
1611,FDL24,10.3,Regular,0.024891881,Baking Goods,170.9422,OUT035,2004,Small,Tier 2,Supermarket Type1,3103.9596,Food,FD,L,24,Class C,Heavy,Low,18.0,172.52553333333333,25.166666666666668,Medium,16.966666666666665
1612,FDR43,18.2,Low Fat,0.161740582,Fruits and Vegetables,38.419000000000004,OUT049,1999,Medium,Tier 1,Supermarket Type1,805.618,Food,FD,R,43,Class B,Heavy,Intermediate,21.0,38.00650000000001,14.0,Cheap,16.636559139784946
1613,FDK26,5.46,Regular,0.032308482,Canned,185.22400000000002,OUT018,2009,Medium,Tier 3,Supermarket Type2,2423.512,Food,FD,K,26,Class C,Medium,Low,13.0,185.9954285714286,16.714285714285715,Medium,13.856681034482758
1614,FDP44,16.5,Regular,0.079713576,Fruits and Vegetables,101.3332,OUT046,1997,Small,Tier 1,Supermarket Type1,1537.9979999999998,Food,FD,P,44,Class B,Heavy,Low,15.0,101.74986666666666,13.666666666666666,Medium,16.18709677419355
1615,FDV40,17.35,Low Fat,0.014679558,Frozen Foods,73.6038,OUT013,1987,High,Tier 3,Supermarket Type1,739.038,Food,FD,V,40,Class A,Heavy,Low,10.0,73.5038,11.4,Cheap,15.99785407725322
1616,FDN28,5.88,Regular,0.030247903,Frozen Foods,101.399,OUT046,1997,Small,Tier 1,Supermarket Type1,2063.98,Food,FD,N,28,Class B,Medium,Low,20.0,102.439,12.2,Medium,16.18709677419355
1617,NCM17,7.93,Low Fat,0.07113587,Health and Hygiene,42.7086,OUT046,1997,Small,Tier 1,Supermarket Type1,356.8688,Non-Consumable,NC,M,17,Class B,Medium,Low,8.0,44.888600000000004,24.0,Cheap,16.18709677419355
1618,DRE48,8.43,Low Fat,0.017322453999999998,Soft Drinks,196.8768,OUT035,2004,Small,Tier 2,Supermarket Type1,3350.3056,Drinks,DR,E,48,Class C,Medium,Low,17.0,196.79108571428574,17.714285714285715,Medium,16.966666666666665
1619,NCX18,14.15,Low Fat,0.008078628285714285,Household,197.111,OUT049,1999,Medium,Tier 1,Supermarket Type1,3731.809,Non-Consumable,NC,X,18,Class B,Heavy,Low,19.0,196.22528571428572,12.285714285714286,Medium,16.636559139784946
1620,FDB52,17.75,Low Fat,0.03048292,Dairy,257.2672,OUT049,1999,Medium,Tier 1,Supermarket Type1,3068.0064,Food,FD,B,52,Class B,Heavy,Low,12.0,256.9072,11.6,Expensive,16.636559139784946
1621,FDQ10,12.85,Low Fat,0.033314389,Snack Foods,171.6422,OUT018,2009,Medium,Tier 3,Supermarket Type2,3276.4018,Food,FD,Q,10,Class C,Heavy,Low,19.0,171.65648571428574,18.857142857142858,Medium,13.856681034482758
1622,FDS07,12.35,Low Fat,0.099674817,Fruits and Vegetables,112.2518,OUT013,1987,High,Tier 3,Supermarket Type1,1366.2216,Food,FD,S,07,Class A,Heavy,Low,12.0,113.4018,13.0,Medium,15.99785407725322
1623,FDO31,6.76,Regular,0.028958563,Fruits and Vegetables,78.396,OUT013,1987,High,Tier 3,Supermarket Type1,1757.7120000000002,Food,FD,O,31,Class A,Medium,Low,22.0,79.896,17.2,Cheap,15.99785407725322
1624,FDW12,8.315,Regular,0.035627489,Baking Goods,146.6444,OUT049,1999,Medium,Tier 1,Supermarket Type1,870.8664,Food,FD,W,12,Class B,Medium,Low,6.0,144.87297142857145,13.714285714285714,Medium,16.636559139784946
1625,FDP57,17.5,Low Fat,0.052657753,Snack Foods,103.699,OUT018,2009,Medium,Tier 3,Supermarket Type2,1031.99,Food,FD,P,57,Class C,Heavy,Low,10.0,103.15899999999999,15.0,Medium,13.856681034482758
1626,FDO21,11.6,Regular,0.009754895999999999,Snack Foods,223.0404,OUT013,1987,High,Tier 3,Supermarket Type1,2025.3636,Food,FD,O,21,Class A,Heavy,Low,9.0,224.4804,10.6,Expensive,15.99785407725322
1627,NCY18,7.285,Low Fat,0.031151632999999998,Household,173.2054,OUT046,1997,Small,Tier 1,Supermarket Type1,4902.9512,Non-Consumable,NC,Y,18,Class B,Medium,Low,28.0,175.0498444444444,18.444444444444443,Medium,16.18709677419355
1628,FDX26,17.7,Low Fat,0.087791917,Dairy,180.6292,OUT035,2004,Small,Tier 2,Supermarket Type1,3101.2964,Food,FD,X,26,Class C,Heavy,Low,17.0,182.0149142857143,13.857142857142858,Medium,16.966666666666665
1629,FDR24,17.35,Regular,0.062839798,Baking Goods,90.883,OUT035,2004,Small,Tier 2,Supermarket Type1,1707.777,Food,FD,R,24,Class C,Heavy,Low,19.0,88.963,16.2,Cheap,16.966666666666665
1630,FDP07,18.2,Low Fat,0.090267996,Fruits and Vegetables,194.71099999999998,OUT018,2009,Medium,Tier 3,Supermarket Type2,4910.275,Food,FD,P,07,Class C,Heavy,Low,25.0,196.331,13.0,Medium,13.856681034482758
1631,FDV04,7.825,Regular,0.150248468,Frozen Foods,155.2288,OUT049,1999,Medium,Tier 1,Supermarket Type1,1257.0304,Food,FD,V,04,Class B,Medium,Intermediate,8.0,157.51451428571428,9.142857142857142,Medium,16.636559139784946
1632,FDL48,19.35,Regular,0.08239432099999999,Baking Goods,48.5034,OUT049,1999,Medium,Tier 1,Supermarket Type1,243.017,Food,FD,L,48,Class B,Heavy,Low,5.0,48.331971428571435,11.428571428571429,Cheap,16.636559139784946
